"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Meadow Park","MN","Rochester","Olmsted County","Rochester",3752,1174,-0.002,0.0018,0.0038,1666
2020-01-31,"South End","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",3753,746,0.012,0.0227,0.0204,1577
2020-01-31,"Jefferson","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3754,1006,-0.025,-0.0198,-0.0282,1185
2020-01-31,"Lyon Village","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",3755,2005,-0.0189,0.0081,-0.0038,1872
2020-01-31,"Chinatown","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3756,2960,-0.0073,-0.0067,0.0129,1207
2020-01-31,"Fox Point","RI","Providence-Warwick","Providence County","Providence",3757,1653,-0.0085,-0.0372,-0.0376,1689
2020-01-31,"Custer","WA","Seattle-Tacoma-Bellevue","Pierce County","Lakewood",3758,1809,0.0042,0.0105,0.0543,1081
2020-01-31,"Diamond-Stringtown","IN","Evansville","Vanderburgh County","Evansville",3759,667,-0.0264,0.0114,0.0305,1515
2020-01-31,"Redmont Park","AL","Birmingham-Hoover","Jefferson County","Birmingham",3760,1785,-0.0101,-0.0341,0.0133,1133
2020-01-31,"Old Palo Alto","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Palo Alto",3761,4635,0.0202,0.0036,-0.0304,1367
2020-01-31,"New Scotland","NY","Albany-Schenectady-Troy","Albany County","Albany",3762,1300,0.0031,0.0037,-0.0107,1087
2020-01-31,"Mount View","WA","Seattle-Tacoma-Bellevue","King County","Burien",3763,1872,0.0025,-0.0159,-0.0243,1123
2020-01-31,"Frasier Meadows","CO","Boulder","Boulder County","Boulder",3764,2303,0.0091,0.0258,0.0574,1261
2020-01-31,"Clearwater","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",3765,1175,-0.0123,-0.0117,-0.0054,1764
2020-01-31,"Turtle Ridge","CA","Los Angeles-Long Beach-Anaheim","Orange County","Irvine",3766,2894,0.0047,0.0075,0.0031,2067
2020-01-31,"Eastside","CT","Hartford-West Hartford-East Hartford","Hartford County","Manchester",3767,1222,0.0013,0.0063,-0.0103,1774
2020-01-31,"Lincoln","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",3768,1574,0.002,-0.0175,0.0216,1288
2020-01-31,"Westwood","PA","Pittsburgh","Allegheny County","Pittsburgh",3769,1110,0.023,0.0608,0.0746,1244
2020-01-31,"Estudiollo Estates","CA","San Francisco-Oakland-Hayward","Alameda County","San Leandro",3770,3027,0.007,0.0524,0.0328,1147
2020-01-31,"Plaza Midwood","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",3771,1435,-0.0095,0.0088,0.0439,2967
2020-01-31,"South Nyack","NY","New York-Newark-Jersey City","Rockland County","Orangetown",3772,2416,0.009,0.0508,0.0869,1016
2020-01-31,"South Broadway","NM","Albuquerque","Bernalillo County","Albuquerque",3773,1013,0.0066,0.0318,0.0019,1289
2020-01-31,"Blendon Woods","OH","Columbus","Franklin County","Columbus",3774,1452,0.0003,-0.0092,0.0347,1512
2020-01-31,"Fairlawn","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",3775,1753,0.0156,0.0097,0.0471,1012
2020-01-31,"Andover Lakes","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Gardens",3776,1834,-0.0113,-0.0132,0.0083,1450
2020-01-31,"Nasons Corner","ME","Portland-South Portland","Cumberland County","Portland",3777,1711,-0.0066,0.023,0.0206,1250
2020-01-31,"Snug Harbor","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pompano Beach",3778,1699,0,0.0093,0.0257,1552
2020-01-31,"River Park","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3779,1867,0.0009,-0.0151,-0.0124,1495
2020-01-31,"South Dennis","MA","Barnstable Town","Barnstable County","Dennis",3780,1796,0.0005,-0.0475,0.0022,2912
2020-01-31,"Cloverleaf Estates","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Gardens",3781,1505,0.0019,-0.0288,-0.0074,1351
2020-01-31,"South Kilbourne","SC","Columbia","Richland County","Columbia",3782,902,0.0131,0.0234,-0.0199,1848
2020-01-31,"Collinsville","CT","Hartford-West Hartford-East Hartford","Hartford County","Canton",3783,1504,0.0023,0.0033,-0.0173,2664
2020-01-31,"College Park","AL","Mobile","Mobile County","Mobile",3784,1297,0.0055,0.0041,-0.0189,1517
2020-01-31,"Parkwood","WA","Seattle-Tacoma-Bellevue","King County","Shoreline",3785,2071,0.0112,0.0314,0.0381,1292
2020-01-31,"South Park","WA","Seattle-Tacoma-Bellevue","King County","Seattle",3786,1709,0.0136,0.0049,0.0047,1092
2020-01-31,"Sherman","WI","Madison","Dane County","Madison",3787,1206,0.0137,0.032,-0.0167,1034
2020-01-31,"Downtown","MA","Boston-Cambridge-Newton","Suffolk County","Boston",3788,3272,-0.0012,-0.0085,0.0454,1916
2020-01-31,"Denny Triangle","WA","Seattle-Tacoma-Bellevue","King County","Seattle",3789,2260,0.0123,-0.0093,0.0622,4873
2020-01-31,"Bryn Mawr","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",3790,1339,0.0004,-0.019,0.0313,1487
2020-01-31,"Eastland Park-Dixie Plantation","KY","Lexington-Fayette","Fayette County","Lexington",3791,1153,-0.0061,-0.0151,-0.0186,1029
2020-01-31,"Alamitos Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",3792,2989,-0.0134,-0.0028,0.0033,1328
2020-01-31,"Euclid Ave South","MT","Helena","Lewis and Clark County","Helena",3793,1030,0.0005,0.0327,-0.0611,1559
2020-01-31,"Fairview","NJ","New York-Newark-Jersey City","Monmouth County","Middletown Township",3794,2090,-0.0223,-0.0018,0.0091,1442
2020-01-31,"El Dorado Park Estates","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",3795,2362,0.0141,0.0222,0.058,1672
2020-01-31,"Western View","MI","Detroit-Warren-Dearborn","Wayne County","Redford",3796,1011,-0.0281,-0.0324,0.0121,1698
2020-01-31,"Fairmount","OH","Canton-Massillon","Stark County","Canton",3797,733,-0.0007,0.0455,0.0856,1211
2020-01-31,"West Side","GA","Augusta-Richmond County","Richmond County","Augusta",3798,985,0.0081,0.0113,0.0588,1497
2020-01-31,"Sendera Ranch","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",3799,1748,-0.0029,0.0053,0.0004,4601
2020-01-31,"White Bluff","GA","Savannah","Chatham County","Savannah",3800,1222,0.0013,0.003,0.0279,1404
2020-01-31,"Park East","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",3801,1322,-0.0062,-0.0183,-0.0219,1828
2020-01-31,"Park Farms","MO","Kansas City","Jackson County","Kansas City",3802,982,-0.0003,0.0013,0.0219,1038
2020-01-31,"Provost South","UT","Provo-Orem","Utah County","Provo",3803,1243,-0.0013,-0.015,0.0132,1378
2020-01-31,"Northern Meadows","NM","Albuquerque","Sandoval County","Rio Rancho",3804,1226,-0.0019,-0.0168,0.0674,3913
2020-01-31,"Riverview","WA","Seattle-Tacoma-Bellevue","King County","Seattle",3805,2039,-0.0083,-0.0598,-0.0069,1570
2020-01-31,"Lincoln Place","PA","Pittsburgh","Allegheny County","Pittsburgh",3806,958,0.0106,-0.0133,-0.0053,1527
2020-01-31,"Sunset","CO","Boulder","Boulder County","Longmont",3807,1806,0.0092,0.029,0.0657,1963
2020-01-31,"Upper Fells Point","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3808,1433,0.0113,-0.0145,0.0141,2123
2020-01-31,"Jefferson","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Culver City",3809,2972,0.0072,0.0092,0.0298,1925
2020-01-31,"Jollyman","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Cupertino",3810,3574,-0.0105,-0.0297,-0.0072,1394
2020-01-31,"Downtown","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3811,1230,0.0033,-0.0105,-0.0556,2305
2020-01-31,"Carver","AL","Mobile","Mobile County","Mobile",3812,808,-0.008,0.0044,0.0401,1323
2020-01-31,"Virden","MS","Jackson","Hinds County","Jackson",3813,805,0.0049,0.0518,0.0389,1510
2020-01-31,"Northwest","MO","St. Louis","Saint Louis County","University City",3814,913,-0.0027,-0.0094,0.0379,1844
2020-01-31,"Parkwood Maintenance","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3815,1571,-0.0044,-0.0069,0.0164,1409
2020-01-31,"Roundhill","VA","Roanoke","Roanoke City","Roanoke",3816,771,0.0124,-0.0279,-0.1505,1634
2020-01-31,"Carver City","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",3817,1476,0.0146,0.0128,0.0251,3136
2020-01-31,"Arroyo Chamisa","NM","Santa Fe","Santa Fe County","Santa Fe",3818,2155,-0.0069,-0.0075,-0.0058,2225
2020-01-31,"P.O.E.T","CO","Fort Collins","Larimer County","Fort Collins",3819,1752,0.0059,0.005,0.0509,1119
2020-01-31,"Memorial Heights","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3820,1059,0.0293,0.0208,0.1063,1075
2020-01-31,"Riverdale","MA","Boston-Cambridge-Newton","Norfolk County","Dedham",3821,2358,-0.0169,-0.0512,0.0219,1405
2020-01-31,"Maryvale","AL","Mobile","Mobile County","Mobile",3822,786,0.0114,0.0259,0.022,1056
2020-01-31,"Frick","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3823,2616,0.0194,0.0069,0.027,1083
2020-01-31,"Wyoming","MA","Boston-Cambridge-Newton","Middlesex County","Melrose",3824,2422,0.0135,0.0207,0.0464,1239
2020-01-31,"Waverly Hills","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",3825,1959,0.0128,0.045,0.079,1208
2020-01-31,"Lewelling","OR","Portland-Vancouver-Hillsboro","Clackamas County","Milwaukie",3826,1870,-0.005,-0.026,0.0052,1224
2020-01-31,"Central Business District","OH","Cincinnati","Hamilton County","Cincinnati",3827,1435,0,-0.0178,-0.0085,2278
2020-01-31,"Old Town on the Oaks","TX","Beaumont-Port Arthur","Jefferson County","Beaumont",3828,1008,-0.0142,-0.0485,-0.0305,1414
2020-01-31,"East End South","PA","Philadelphia-Camden-Wilmington","Montgomery County","Pottstown",3829,1225,0.008,0.0238,0.0373,1139
2020-01-31,"South Howard","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",3830,1573,0.0213,0.0139,0.0602,1905
2020-01-31,"Blenman-Elm","AZ","Tucson","Pima County","Tucson",3831,1351,0.0195,0.0219,0.1123,1380
2020-01-31,"Adams Boulevard","MI","Saginaw","Saginaw County","Saginaw",3832,704,0.0019,0.0076,0.0054,1435
2020-01-31,"Howard Street","IL","Chicago-Naperville-Elgin","Cook County","Evanston",3833,1515,0.017,0.0108,0.01,1424
2020-01-31,"Washington Hills","TN","Chattanooga","Hamilton County","Chattanooga",3834,1117,0.0083,0.0146,0.0534,1372
2020-01-31,"Colonial Place","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",3835,1242,0.004,0.0128,-0.0038,1328
2020-01-31,"Konnoak","NC","Winston-Salem","Forsyth County","Winston-Salem",3836,859,0.0057,0.0299,0.0956,1666
2020-01-31,"Shepherd Park","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",3837,2004,-0.0146,-0.0304,-0.0712,1050
2020-01-31,"Laurelwood","CA","San Francisco-Oakland-Hayward","San Mateo County","San Mateo",3838,3628,-0.0181,-0.0291,0.0248,1136
2020-01-31,"Hillside Morningside","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",3839,1185,-0.011,-0.0186,-0.0472,1643
2020-01-31,"Whitman","WA","Spokane-Spokane Valley","Spokane County","Spokane",3840,1195,0.003,0.0375,0.135,1383
2020-01-31,"Rancho","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Burbank",3841,2998,-0.0035,0.0116,0.0347,1049
2020-01-31,"Harborview-Seahurst-Glenhaven","WA","Seattle-Tacoma-Bellevue","Snohomish County","Everett",3842,1912,-0.0138,-0.0303,-0.0016,1449
2020-01-31,"Nicholtown","SC","Greenville-Anderson-Mauldin","Greenville County","Greenville",3843,1150,0.0041,0.0181,0.0511,1270
2020-01-31,"Holiday Park","CA","Stockton-Lodi","San Joaquin County","Stockton",3844,1664,0.0139,0.0266,0.0797,1316
2020-01-31,"Grove Park","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",3845,1370,0.0095,0.002,0.0544,2509
2020-01-31,"Moss Bay","WA","Seattle-Tacoma-Bellevue","King County","Kirkland",3846,2556,-0.0042,-0.0215,0.0387,3102
2020-01-31,"Shafter","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3847,3229,-0.0031,-0.0019,0.0077,1097
2020-01-31,"Turner Park","OK","Tulsa","Tulsa County","Tulsa",3848,879,-0.0032,0.0385,-0.017,1813
2020-01-31,"Corryville","OH","Cincinnati","Hamilton County","Cincinnati",3849,1147,-0.0002,0.0085,0.0044,1038
2020-01-31,"River's Edge","NM","Albuquerque","Sandoval County","Rio Rancho",3850,1390,0.0002,0.0028,0.058,2217
2020-01-31,"Pulaski Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",3851,1553,0.0183,0.0371,0.0207,1219
2020-01-31,"Starmount","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",3852,1495,-0.013,-0.0442,-0.008,1637
2020-01-31,"Wellshire","CO","Denver-Aurora-Lakewood","Denver County","Denver",3853,3007,-0.0264,-0.0218,0.0005,1443
2020-01-31,"Westside Development","AZ","Tucson","Pima County","Tucson",3854,1107,-0.0128,-0.0244,0.066,1458
2020-01-31,"Southwest Village","CA","Sacramento--Roseville--Arden-Arcade","Yolo County","West Sacramento",3855,2304,0.0009,0.0376,0.0338,1262
2020-01-31,"Telegraph Hill","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",3856,4550,0.0002,0.0067,0.0427,1099
2020-01-31,"Little Italy","DE","Philadelphia-Camden-Wilmington","New Castle County","Wilmington",3857,1220,-0.0022,-0.0287,-0.0176,1145
2020-01-31,"North Shoreview","CA","San Francisco-Oakland-Hayward","San Mateo County","San Mateo",3858,3343,-0.0052,-0.0293,0.0617,1157
2020-01-31,"Lafayette Square","MO","St. Louis","Saint Louis City","Saint Louis",3859,1139,-0.0117,-0.0096,0.018,1223
2020-01-31,"East Mesa","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",3860,4797,-0.0047,-0.019,0.0042,1296
2020-01-31,"Deercreek","FL","Jacksonville","Duval County","Jacksonville",3861,1408,-0.0053,-0.0093,0.0255,1115
2020-01-31,"Bates-Logan Park","CO","Denver-Aurora-Lakewood","Arapahoe County","Englewood",3862,1899,0.0031,-0.0006,-0.0191,1707
2020-01-31,"Jefferson Heights","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3863,1184,0.0133,0.0301,0.0782,1184
2020-01-31,"Norwichtown","CT","Norwich-New London","New London County","Norwich",3864,1210,-0.0027,0.0066,-0.0098,1524
2020-01-31,"Village 12","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3865,1929,0.0071,0.01,0.0632,1248
2020-01-31,"Huguenot","VA","Richmond","Richmond City","Richmond",3866,1623,-0.0265,-0.022,0.0345,1840
2020-01-31,"University Heights","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",3867,4338,0.024,0.014,-0.1109,1352
2020-01-31,"Baltic","CT","Norwich-New London","New London County","Sprague",3868,1223,-0.0197,-0.0227,-0.0313,1063
2020-01-31,"South Cove","WA","Seattle-Tacoma-Bellevue","King County","Issaquah",3869,2186,0.0186,0.0144,0.0567,1376
2020-01-31,"East Foothills","CO","Boulder","Boulder County","Boulder",3870,2286,-0.0163,-0.0138,-0.0056,1515
2020-01-31,"Mahncke Park","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3871,1292,0.0211,-0.0022,-0.005,1601
2020-01-31,"Fry Springs","VA","Charlottesville","Albemarle County","Charlottesville",3872,1714,0.0086,0.0341,0.0306,1678
2020-01-31,"Hedgeville","DE","Philadelphia-Camden-Wilmington","New Castle County","Wilmington",3873,1157,-0.0044,0.0318,-0.0119,1302
2020-01-31,"Hikes Point","KY","Louisville/Jefferson County","Jefferson County","Louisville",3874,1255,-0.0002,0.004,0.0105,1666
2020-01-31,"City Park","CO","Denver-Aurora-Lakewood","Denver County","Denver",3875,1853,0.0179,0.004,0.0361,1137
2020-01-31,"East Gate","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",3876,873,0.0053,0.0186,0.0005,1145
2020-01-31,"Southern Orchards","OH","Columbus","Franklin County","Columbus",3877,1043,-0.0124,0.0197,0.0726,1657
2020-01-31,"Classen Ten Penn","OK","Oklahoma City","Oklahoma County","Oklahoma City",3878,820,0.0112,-0.0049,-0.0171,1178
2020-01-31,"Southeast Aurora","IL","Chicago-Naperville-Elgin","Kane County","Aurora",3879,1505,0.0034,0.0119,0.0259,1075
2020-01-31,"Avalon Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",3880,1156,0.0081,0.0552,-0.0232,1196
2020-01-31,"Mission Beach","CA","San Diego-Carlsbad","San Diego County","San Diego",3881,3719,-0.001,0.0071,0.0652,2551
2020-01-31,"Monterey Vista","CA","Salinas","Monterey County","Monterey",3882,2999,-0.0062,-0.0304,0.0118,1684
2020-01-31,"Willow Park","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",3883,1659,-0.0031,0.0012,0.02,1142
2020-01-31,"Perry South","PA","Pittsburgh","Allegheny County","Pittsburgh",3884,1024,0.0149,-0.0002,0.0164,1676
2020-01-31,"Buzzards Bay","MA","Barnstable Town","Barnstable County","Bourne",3885,1742,-0.0037,-0.0167,0.0383,1852
2020-01-31,"Preserve South","OH","Columbus","Franklin County","Columbus",3886,1345,0.0022,-0.0058,-0.0108,1472
2020-01-31,"Lake View","TX","San Angelo","Tom Green County","San Angelo",3887,1001,-0.0042,-0.0173,0.0354,1620
2020-01-31,"Edgemoor","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Saint Petersburg",3888,1343,-0.0035,0.0058,0.0257,1472
2020-01-31,"Denver Heights","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3889,1030,-0.0188,-0.0072,0.0683,1134
2020-01-31,"Crestview","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Gardens",3890,1882,0.0048,0.028,0.0091,1397
2020-01-31,"Flagler Heights","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",3891,1631,-0.0022,0.0082,0.0981,2573
2020-01-31,"Stout Field","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",3892,801,-0.0021,0.0214,0.0115,1471
2020-01-31,"Great Neck Estates","NY","New York-Newark-Jersey City","Nassau County","Great Neck",3893,3349,0.0182,-0.0019,-0.0385,1144
2020-01-31,"Emerald Estates","CA","Bakersfield","Kern County","Bakersfield",3894,1584,0.0213,0.0427,0.0501,1615
2020-01-31,"Bayou Oaks","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",3895,1465,0.0203,0.0091,-0.0051,1521
2020-01-31,"West Arlington","WA","Seattle-Tacoma-Bellevue","Snohomish County","Arlington",3896,1752,0.0002,-0.0092,-0.0014,1314
2020-01-31,"Eastmont","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3897,2652,0.0124,0.0124,0.0541,1124
2020-01-31,"Pleasantville Area","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",3898,1254,0.0167,0.0156,0.003,1267
2020-01-31,"King Farm","MD","Washington-Arlington-Alexandria","Montgomery County","Rockville",3899,2117,0.0051,-0.0091,-0.0008,2369
2020-01-31,"East Isles","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",3900,1653,-0.0052,0.0036,-0.0147,1037
2020-01-31,"Highland Park","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",3901,1015,-0.0147,-0.0449,-0.0508,1276
2020-01-31,"Historic Kenwood","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Saint Petersburg",3902,1510,0.0024,-0.0097,0.0672,1722
2020-01-31,"Churchill Downs","MI","Lansing-East Lansing","Ingham County","Lansing",3903,859,-0.0028,0.0271,0.0139,1282
2020-01-31,"Newfield","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",3904,2363,0.0201,-0.0024,-0.1039,2420
2020-01-31,"Avondale","TN","Chattanooga","Hamilton County","Chattanooga",3905,840,0.0071,0.0304,0.0324,1121
2020-01-31,"Green Acres","NH","Manchester-Nashua","Hillsborough County","Manchester",3906,1557,0.0052,0.0549,0.0196,1422
2020-01-31,"Colonial Hills","NE","Lincoln","Lancaster County","Lincoln",3907,1380,0.0114,0.0265,0.0719,1588
2020-01-31,"Galloway Ridge","OH","Columbus","Franklin County","Columbus",3908,1350,0.0099,0.0221,0.0004,1371
2020-01-31,"Tallulah - North Shore","FL","Jacksonville","Duval County","Jacksonville",3909,962,-0.0012,0.0182,0.0664,1905
2020-01-31,"Maxey Park","TX","Lubbock","Lubbock County","Lubbock",3910,981,0.0103,0.0284,0.0306,1258
2020-01-31,"River Terrace","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",3911,1781,0.0153,0.0316,0.0018,1097
2020-01-31,"Liberty City-Summerside","GA","Savannah","Chatham County","Savannah",3912,1139,-0.0262,-0.0577,-0.0064,1475
2020-01-31,"Bjerremark","AK","Fairbanks","Fairbanks North Star Borough","Fairbanks",3913,1403,-0.0007,-0.0054,-0.0252,1171
2020-01-31,"Northwest","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",3914,1808,-0.0135,-0.0009,0.0223,1244
2020-01-31,"Johnny Cake","MN","Minneapolis-St. Paul-Bloomington","Dakota County","Apple Valley",3915,1599,-0.0045,-0.0217,0.0495,1449
2020-01-31,"Arrowview","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",3916,1642,0.0097,0.029,0.0363,1035
2020-01-31,"French Quarter","LA","New Orleans-Metairie","Orleans Parish","New Orleans",3917,1667,-0.0051,0.0052,0.0386,3529
2020-01-31,"Hale","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",3918,1682,-0.0097,-0.0326,-0.0053,1350
2020-01-31,"Knolls West","OH","Columbus","Franklin County","Columbus",3919,1377,0.0015,0.0052,-0.0166,1331
2020-01-31,"Park Meadow","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",3920,1164,-0.0171,0.0027,0.0171,1136
2020-01-31,"Santa Fe","MO","Kansas City","Jackson County","Independence",3921,919,-0.0039,0.01,0.0191,1433
2020-01-31,"Hidden Hills","FL","Jacksonville","Duval County","Jacksonville",3922,1334,-0.0264,-0.0016,0.0049,1440
2020-01-31,"Tarpon River","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",3923,1758,-0.005,-0.0286,-0.0093,2785
2020-01-31,"North of Main","MA","Boston-Cambridge-Newton","Middlesex County","Marlborough",3924,2260,-0.0126,-0.0364,0.0863,1144
2020-01-31,"North Highland","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",3925,2120,-0.0021,0.0007,0.0073,1673
2020-01-31,"Coral Ridge Isles","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",3926,1488,-0.016,-0.0195,0.0066,1703
2020-01-31,"Dutchtown","NY","Rochester","Monroe County","Rochester",3927,909,-0.0129,0.0017,0.0338,1014
2020-01-31,"Browncroft","NY","Rochester","Monroe County","Rochester",3928,1235,0.0117,0.0147,0.0444,1256
2020-01-31,"Channel District","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",3929,1713,0.0209,-0.0052,-0.0484,3804
2020-01-31,"Mark Twain","MO","St. Louis","Saint Louis City","Saint Louis",3930,699,-0.0031,0.0262,-0.017,1596
2020-01-31,"Elton Hills","MN","Rochester","Olmsted County","Rochester",3931,1239,0.0214,0.0057,-0.0302,1583
2020-01-31,"Pen Lucy","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3932,1220,0.0072,0.0089,-0.0159,1019
2020-01-31,"Nautica Isles","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Greenacres",3933,1841,0.0056,-0.0049,0.0137,1194
2020-01-31,"Greater South","NE","Lincoln","Lancaster County","Lincoln",3934,1090,-0.0058,0.0328,0.0241,1657
2020-01-31,"Procter","MO","Kansas City","Jackson County","Independence",3935,864,0.006,0.02,0.035,1326
2020-01-31,"East of I-30","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",3936,719,0.0178,0.0264,0.0203,1080
2020-01-31,"River Bridge","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Greenacres",3937,1834,-0.0054,0.0087,0.0101,1287
2020-01-31,"Southside","MT","Billings","Yellowstone County","Billings",3938,857,0.0046,-0.0067,0.0129,1335
2020-01-31,"Church Row Historic","IA","Waterloo-Cedar Falls","Black Hawk County","Waterloo",3939,666,0.0075,0.0309,0.042,1280
2020-01-31,"Arlington Park","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",3940,1688,0.003,0.011,0.0303,1759
2020-01-31,"Alabama Hill","WA","Bellingham","Whatcom County","Bellingham",3941,1862,-0.0118,-0.0018,0.0524,1503
2020-01-31,"Hillwood Estates","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",3942,2399,0.0028,-0.0669,0.1176,1360
2020-01-31,"Berea","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3943,1111,0.0073,0.0142,0.0075,1668
2020-01-31,"Tamalpais Valley","CA","San Francisco-Oakland-Hayward","Marin County","Mill Valley",3944,4487,-0.0237,-0.0447,-0.0012,2192
2020-01-31,"Palisades","OR","Portland-Vancouver-Hillsboro","Clackamas County","Lake Oswego",3945,2849,0.0081,0.0163,0.0225,1570
2020-01-31,"Colonial Village","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3946,1605,-0.0002,0.0026,0.0558,1282
2020-01-31,"Ribault","FL","Jacksonville","Duval County","Jacksonville",3947,1139,-0.0024,-0.0009,0.1384,1203
2020-01-31,"Westlands Area","MA","Boston-Cambridge-Newton","Middlesex County","Chelmsford",3948,2056,-0.0017,-0.0179,0.0214,1460
2020-01-31,"Buena Vista","NC","Winston-Salem","Forsyth County","Winston-Salem",3949,2586,-0.0105,0.0057,-0.0436,1664
2020-01-31,"Beechwood","OH","Columbus","Franklin County","Columbus",3950,1067,-0.0014,0.003,0.0237,1229
2020-01-31,"Woods Park","NE","Lincoln","Lancaster County","Lincoln",3951,750,0.005,-0.0355,-0.1153,1242
2020-01-31,"Homewood North","PA","Pittsburgh","Allegheny County","Pittsburgh",3952,947,0.0201,0.0218,0.0472,1197
2020-01-31,"Slate Hill","OH","Columbus","Franklin County","Columbus",3953,1233,0.0075,0.0254,0.0755,1643
2020-01-31,"Phelps Grove","MO","Springfield","Greene County","Springfield",3954,967,0.0255,0.0306,0.1248,1559
2020-01-31,"Downtown","UT","Salt Lake City","Salt Lake County","Salt Lake City",3955,1490,-0.0244,-0.0787,-0.0879,2329
2020-01-31,"Hanthorn","MO","Kansas City","Jackson County","Independence",3956,926,-0.0089,0.0073,0.0191,1705
2020-01-31,"Downtown","NM","Albuquerque","Bernalillo County","Albuquerque",3957,1053,0.0072,-0.0401,-0.0483,1214
2020-01-31,"Lake Meadows","IL","Chicago-Naperville-Elgin","Cook County","Chicago",3958,1472,0.0165,-0.0013,0.0027,1512
