"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Vineyard","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Glendale",1247,2681,0.0013,0.0183,0.0428,2300
2020-01-31,"Ocean Beach","CA","San Diego-Carlsbad","San Diego County","San Diego",1248,3060,0.0007,-0.0128,0.05,2852
2020-01-31,"Jackson Triangle","CA","San Francisco-Oakland-Hayward","Alameda County","Hayward",1249,2679,-0.0018,0.0275,0.0159,1795
2020-01-31,"Roscoe Village","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1250,2162,-0.0283,-0.061,0.0222,4088
2020-01-31,"Highland Square","OH","Akron","Summit County","Akron",1251,904,0.0048,0.023,0.0478,3607
2020-01-31,"Rose Park","UT","Salt Lake City","Salt Lake County","Salt Lake City",1252,1317,0.0164,0.0428,0.0807,3254
2020-01-31,"Whitman","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1253,1275,-0.008,-0.0186,0.0235,3779
2020-01-31,"Scott Park","OH","Toledo","Lucas County","Toledo",1254,885,0.0032,0.002,0.053,3289
2020-01-31,"Mission Valley East","CA","San Diego-Carlsbad","San Diego County","San Diego",1255,2293,0.0047,0.0097,0.0267,5228
2020-01-31,"Cypress Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",1256,2537,0.0007,0.0253,0.0421,1623
2020-01-31,"East Central","WA","Spokane-Spokane Valley","Spokane County","Spokane",1257,1202,0.0029,0.0062,0.067,4176
2020-01-31,"Sheffield Neighbors","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1258,2550,-0.0198,-0.0369,0.0355,3458
2020-01-31,"San Tomas","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Campbell",1259,3519,-0.0023,-0.003,0.0221,3426
2020-01-31,"Northwest Crossing","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1260,1231,-0.0147,-0.0253,-0.013,4141
2020-01-31,"Handley","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",1261,1387,0.0069,0.0078,0.0513,3861
2020-01-31,"Irvington","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",1262,2904,-0.0016,-0.0046,0.0055,2422
2020-01-31,"South Collinwood","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",1263,724,0.006,0.0106,-0.0568,3728
2020-01-31,"North East","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",1264,1320,-0.0096,-0.0279,0.0383,2485
2020-01-31,"Shawnee","KY","Louisville/Jefferson County","Jefferson County","Louisville",1265,773,-0.0135,0.012,0.0054,4700
2020-01-31,"Modena","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1266,1509,-0.001,0.0152,0.0554,3959
2020-01-31,"Florida Center North","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",1267,1325,0.0079,0.0144,0.0395,6025
2020-01-31,"Pine Point","MA","Springfield","Hampden County","Springfield",1268,1250,0.0046,0.0103,0.0491,3478
2020-01-31,"West 7th","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",1269,1465,0.0201,0.0156,0.0249,4294
2020-01-31,"Fox Creek","CA","Stockton-Lodi","San Joaquin County","Stockton",1270,1564,0.004,0.0207,0.0644,2423
2020-01-31,"Cascade","WA","Seattle-Tacoma-Bellevue","King County","Renton",1271,1828,-0.0019,0.0012,0.0319,3399
2020-01-31,"West Meadows","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",1272,1295,0.0218,0.0327,0.0432,3834
2020-01-31,"North Queen Anne","WA","Seattle-Tacoma-Bellevue","King County","Seattle",1273,2198,-0.0022,-0.0215,0.0179,3884
2020-01-31,"North End","MA","Boston-Cambridge-Newton","Suffolk County","Boston",1274,2920,-0.0007,-0.0206,0.0734,6240
2020-01-31,"Highland Hills","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",1275,1483,-0.0134,-0.0204,0.0527,4242
2020-01-31,"Terrace","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",1276,1826,0.0077,0.0156,0.0707,1537
2020-01-31,"Leimert Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",1277,2541,-0.0148,-0.0098,0.062,3200
2020-01-31,"Willowbrook","NY","New York-Newark-Jersey City","Richmond County","New York",1278,2087,-0.013,0.0031,0.0781,3277
2020-01-31,"Chestnut Hill","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1279,1705,0.0136,-0.0052,-0.0288,3324
2020-01-31,"Seventh Avenue","NJ","New York-Newark-Jersey City","Essex County","Newark",1280,1502,0.0002,-0.0023,0.0071,1056
2020-01-31,"Olivewood","CA","San Diego-Carlsbad","San Diego County","National City",1281,2418,0.0276,-0.0029,0.1607,1152
2020-01-31,"Castleton","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1282,1235,0.0078,0.0025,0.065,2807
2020-01-31,"Airport","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",1283,2072,0.0151,0.0105,0.0752,2027
2020-01-31,"South Central","NV","Reno","Washoe County","Reno",1284,1667,0.0079,0.019,0.0377,6257
2020-01-31,"Gulf Gate Estates","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",1285,1640,0.0172,0.04,0.0118,5885
2020-01-31,"Elmwood","RI","Providence-Warwick","Providence County","Providence",1286,1327,-0.0077,-0.0178,0.0204,1968
2020-01-31,"Highland Park","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1287,1022,-0.0043,-0.0073,0.0373,3854
2020-01-31,"Huffman-O'Malley","AK","Anchorage","Anchorage Borough","Anchorage",1288,1707,-0.0072,-0.0043,-0.039,4395
2020-01-31,"Six Forks","NC","Raleigh","Wake County","Raleigh",1289,1392,0.0029,-0.0516,-0.0172,4591
2020-01-31,"Downtown","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",1290,1979,0.0079,0.0017,0.0639,2239
2020-01-31,"Tam O'Shanter","CA","Stockton-Lodi","San Joaquin County","Stockton",1291,1610,0.0145,0.0395,0.0728,2138
2020-01-31,"Elmhurst","RI","Providence-Warwick","Providence County","Providence",1292,1468,-0.0051,-0.0136,-0.0054,3732
2020-01-31,"Chaparral Hills","CA","Riverside-San Bernardino-Ontario","Riverside County","Moreno Valley",1293,1795,0.0065,0.0194,0.0542,1847
2020-01-31,"Kingsgate","WA","Seattle-Tacoma-Bellevue","King County","Kirkland",1294,1964,0.0223,0.0317,0.0502,4740
2020-01-31,"Georgetown","GA","Savannah","Chatham County","Savannah",1295,1287,0.0052,0.0173,0.0461,4670
2020-01-31,"Canton","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",1296,1656,-0.0087,-0.014,-0.0261,7798
2020-01-31,"University Area","AK","Anchorage","Anchorage Borough","Anchorage",1297,1632,0.0189,0.0196,0.0315,3022
2020-01-31,"Clark Fulton","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",1298,848,0.0031,0.0103,0.059,2768
2020-01-31,"Midtown","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Palo Alto",1299,4300,0.0137,0.0003,-0.0214,3181
2020-01-31,"Mountain View","OR","Bend-Redmond","Deschutes County","Bend",1300,1792,0.0071,0.0487,0.1109,3050
2020-01-31,"Eastlake Greens","CA","San Diego-Carlsbad","San Diego County","Chula Vista",1301,2715,0.0038,-0.0026,0.0506,3220
2020-01-31,"Kensington","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",1302,813,-0.0203,-0.029,0.0163,3567
2020-01-31,"Wells Branch","TX","Austin-Round Rock","Travis County","Austin",1303,1496,-0.0088,0.0064,0.036,2990
2020-01-31,"Central","CA","San Francisco-Oakland-Hayward","Alameda County","Alameda",1304,3090,-0.0021,0.0091,0.0357,2313
2020-01-31,"Belltown","WA","Seattle-Tacoma-Bellevue","King County","Seattle",1305,2224,0.0191,-0.0012,0.0335,8493
2020-01-31,"Bridle Trails","WA","Seattle-Tacoma-Bellevue","King County","Bellevue",1306,2205,-0.0108,0.0199,0.0087,3852
2020-01-31,"Love Field Area","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",1307,1451,0.0107,0.0141,0.0324,2965
2020-01-31,"Marston","CO","Denver-Aurora-Lakewood","Denver County","Denver",1308,1907,-0.0039,-0.0193,-0.0022,5664
2020-01-31,"Warm Springs","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",1309,2964,-0.0109,-0.0453,-0.0226,3325
2020-01-31,"Great Neck Village","NY","New York-Newark-Jersey City","Nassau County","Great Neck",1310,3227,0.009,-0.0067,0.0009,3744
2020-01-31,"Clason Point","NY","New York-Newark-Jersey City","Bronx County","New York",1311,2086,-0.0073,0.0057,0.0096,3183
2020-01-31,"Mount Tabor","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1312,1702,-0.0111,-0.0013,0.0176,4068
2020-01-31,"Brighton","NY","Syracuse","Onondaga County","Syracuse",1313,926,0.0019,0.0048,0.0074,2995
2020-01-31,"Torresdale","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1314,1305,-0.0096,0.0081,0.0316,3958
2020-01-31,"Rusch Park","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Citrus Heights",1315,1726,0.0041,0.0118,0.0583,3509
2020-01-31,"Schiller Park","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",1316,809,-0.0003,0.0144,0.0316,3787
2020-01-31,"Mill Park","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1317,1580,0.0089,0.0102,-0.0129,2304
2020-01-31,"South Troy","NY","Albany-Schenectady-Troy","Rensselaer County","Troy",1318,1044,0.0132,-0.0325,-0.0725,2467
2020-01-31,"Silver Lake","NC","Wilmington","New Hanover County","Wilmington",1319,1342,0.0092,0.0347,0.0695,5392
2020-01-31,"South Knoll","TX","College Station-Bryan","Brazos County","College Station",1320,1141,0.0031,0.0292,-0.0167,1809
2020-01-31,"Point Place","OH","Toledo","Lucas County","Toledo",1321,837,0.0171,0.0068,0.0585,5570
2020-01-31,"Shearer Hills - Ridgeview","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1322,1148,-0.0093,0.0197,-0.0244,3157
2020-01-31,"Straw-Smyth","NH","Manchester-Nashua","Hillsborough County","Manchester",1323,1438,-0.0071,0.0087,0.0224,3380
2020-01-31,"Radnor-Ft Myer Heights","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",1324,2267,0.0051,0.0079,0.0468,4996
2020-01-31,"Douglas Park","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",1325,2040,0.0126,0.0036,0.0111,2764
2020-01-31,"Baylor","TX","Waco","McLennan County","Waco",1326,1012,-0.0105,-0.056,-0.0672,1488
2020-01-31,"Concordia","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1327,1813,-0.0095,-0.0216,0.0668,4267
2020-01-31,"Los Angeles Heights - Keystone","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1328,1075,-0.0093,-0.0331,-0.0158,3035
2020-01-31,"North Park Hill","CO","Denver-Aurora-Lakewood","Denver County","Denver",1329,2100,-0.0227,0.0099,0.227,4236
2020-01-31,"Brightwood","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",1330,1950,-0.0071,0.0005,-0.0038,1263
2020-01-31,"Old Everett","MI","Lansing-East Lansing","Ingham County","Lansing",1331,832,-0.005,0.0015,0.0049,4280
2020-01-31,"The Meadows","CO","Denver-Aurora-Lakewood","Douglas County","Castle Rock",1332,2088,-0.0127,-0.02,-0.0176,7021
2020-01-31,"Cudell","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",1333,787,-0.0156,-0.0158,-0.0134,2842
2020-01-31,"Northwood","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1334,1201,0.002,-0.0004,0.0225,2764
2020-01-31,"Turtle Rock","CA","Los Angeles-Long Beach-Anaheim","Orange County","Irvine",1335,3615,0,-0.0045,-0.0084,4353
2020-01-31,"Cougar Mountain","WA","Seattle-Tacoma-Bellevue","King County","Bellevue",1336,2573,0.0033,-0.0004,0.0346,4618
2020-01-31,"North Side","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",1337,1301,-0.009,0.0368,0.0304,3743
2020-01-31,"Silver Terrace","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",1338,3898,0.0042,-0.0059,0.0297,2338
2020-01-31,"Woodlawn","NY","Albany-Schenectady-Troy","Schenectady County","Schenectady",1339,1098,0.0279,-0.0082,-0.0134,3107
2020-01-31,"West Passyunk","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1340,1285,-0.0066,0.0002,0.0233,4125
2020-01-31,"Pennypack","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1341,1420,-0.0263,0.0105,0.0312,3228
2020-01-31,"Cabbage Hill","PA","Lancaster","Lancaster County","Lancaster Township",1342,1112,0.0183,0.0219,0.0489,4033
2020-01-31,"Gentilly Terrace","LA","New Orleans-Metairie","Orleans Parish","New Orleans",1343,1212,-0.0034,-0.0171,-0.035,3581
2020-01-31,"Rose Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",1344,2188,0.0012,0.0126,0.0325,1776
2020-01-31,"Centerville","MA","Barnstable Town","Barnstable County","Barnstable",1345,1954,0.0011,-0.0086,0.066,6788
2020-01-31,"Downtown","CA","San Francisco-Oakland-Hayward","Alameda County","San Leandro",1346,2795,-0.0002,0.0306,0.057,2446
2020-01-31,"Merle Hay","IA","Des Moines-West Des Moines","Polk County","Des Moines",1347,1024,-0.0182,-0.0459,-0.0202,4002
2020-01-31,"Key Meadows","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1348,1115,-0.0114,0.0046,0.0249,2999
2020-01-31,"East Passyunk","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1349,1500,0.0295,0.0345,0.0537,3867
2020-01-31,"Belvidere","MA","Boston-Cambridge-Newton","Middlesex County","Lowell",1350,2147,0.0134,0.0085,0.0325,6415
2020-01-31,"Little Italy","NY","New York-Newark-Jersey City","New York County","New York",1351,5183,-0.0216,0.0014,0.0291,1793
2020-01-31,"Rancho West","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",1352,1880,0.0132,0.031,0.0651,2034
2020-01-31,"Parker Lane","TX","Austin-Round Rock","Travis County","Austin",1353,1602,0.0047,0.0159,0.0835,2184
2020-01-31,"American University Park","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",1354,2738,-0.0062,0.0047,-0.0081,2961
2020-01-31,"Reservoir","KY","Lexington-Fayette","Fayette County","Lexington",1355,1226,0.0073,0.0242,0.0106,3520
2020-01-31,"Murray Hill","NY","New York-Newark-Jersey City","New York County","New York",1356,3349,-0.0134,-0.02,0.0438,9337
2020-01-31,"Vista","ID","Boise City","Ada County","Boise",1357,1344,0.0005,-0.013,0.0946,3853
2020-01-31,"Iron Triangle","CA","San Francisco-Oakland-Hayward","Contra Costa County","Richmond",1358,2456,0.0079,0.0004,0.0103,4017
2020-01-31,"Cleveland Park","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",1359,2096,-0.0086,-0.0024,0.0361,3136
2020-01-31,"South Arroyo","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Pasadena",1360,3498,0.0111,0.019,0.0359,4864
2020-01-31,"Ambrige Mann","IN","Chicago-Naperville-Elgin","Lake County","Gary",1361,827,0.0206,0.0324,0.018,4496
2020-01-31,"Indian Hills-Stonewall Estates-Monticello","KY","Lexington-Fayette","Fayette County","Lexington",1362,1261,-0.0169,0.0107,0.061,4265
2020-01-31,"Clairemont Mesa West","CA","San Diego-Carlsbad","San Diego County","San Diego",1363,2866,0.0031,-0.0113,0.0212,4051
2020-01-31,"Passyunk Square","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1364,1536,0.0273,0.0181,0.0262,4125
2020-01-31,"College West","CA","San Diego-Carlsbad","San Diego County","San Diego",1365,2057,-0.0056,0.0106,0.0386,2597
2020-01-31,"Lower Roseville","NJ","New York-Newark-Jersey City","Essex County","Newark",1366,1532,-0.0132,-0.0048,0.0157,1411
2020-01-31,"Forestdale","MA","Boston-Cambridge-Newton","Middlesex County","Malden",1367,2410,0.0071,0.0154,0.0632,2730
2020-01-31,"Oceanfront","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",1368,2231,-0.0103,-0.0239,-0.0103,15919
2020-01-31,"Eastchester","NY","New York-Newark-Jersey City","Bronx County","New York",1369,2014,0.0044,0.0125,-0.0007,1983
2020-01-31,"Palm Aire","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pompano Beach",1370,1644,0.0011,-0.0066,-0.0049,9958
2020-01-31,"Pleasant Grove West","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City","Chesapeake",1371,1859,-0.0027,-0.026,0.0338,3570
2020-01-31,"Mill Creek","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1372,1212,0.0002,-0.0018,-0.0098,2927
2020-01-31,"North Juanita","WA","Seattle-Tacoma-Bellevue","King County","Kirkland",1373,2194,0.0064,0.0218,0.0551,4118
2020-01-31,"Mount Pleasant","RI","Providence-Warwick","Providence County","Providence",1374,1283,-0.0081,0.0072,0.0512,2871
2020-01-31,"Old Louisville","KY","Louisville/Jefferson County","Jefferson County","Louisville",1375,1018,0.0037,0.0094,0.065,1869
2020-01-31,"Near Northeast","NY","Syracuse","Onondaga County","Syracuse",1376,952,0.0116,0.0355,0.0872,1454
2020-01-31,"Near South","NE","Lincoln","Lancaster County","Lincoln",1377,846,-0.0085,-0.0087,-0.0526,2352
2020-01-31,"Carrick","PA","Pittsburgh","Allegheny County","Pittsburgh",1378,940,0.0189,-0.0015,0.0306,3980
2020-01-31,"Mahopac","NY","New York-Newark-Jersey City","Putnam County","Town Of Carmel",1379,2250,-0.0148,-0.0267,0.0578,3794
2020-01-31,"Hollow","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Bridgeport",1380,1327,0.0016,0.0059,0.0015,1351
2020-01-31,"Helena Valley West Central","MT","Helena","Lewis and Clark County","Helena",1381,1283,-0.0128,-0.0217,-0.0204,3213
2020-01-31,"Bee Ridge","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",1382,1727,0.0122,0.0364,0.0155,5133
2020-01-31,"Anderson","CA","Stockton-Lodi","San Joaquin County","Stockton",1383,1586,0.02,0.0323,0.0689,1991
2020-01-31,"Crestview","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",1384,3140,-0.0001,-0.0192,0.0527,1533
2020-01-31,"East Cambridge","MA","Boston-Cambridge-Newton","Middlesex County","Cambridge",1385,2671,-0.0132,-0.0586,0.0465,6760
2020-01-31,"South Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",1386,1290,-0.0087,-0.0183,0,3166
2020-01-31,"Fairlington-Shirlington","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",1387,2175,0.003,0.0019,-0.0012,6769
2020-01-31,"Sherwood Forest","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",1388,1174,0.0051,-0.0024,-0.0673,1683
2020-01-31,"Allisonville","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1389,1400,-0.0074,-0.0116,0.0337,3209
2020-01-31,"Wrightwood","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1390,1203,-0.0129,0.0078,-0.0115,3263
2020-01-31,"Castle","CA","San Diego-Carlsbad","San Diego County","San Diego",1391,2136,-0.0021,-0.0073,0.1057,1346
2020-01-31,"Bayview Beach","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",1392,1089,-0.012,-0.0153,0.005,3693
2020-01-31,"Rosedale","KS","Kansas City","Wyandotte County","Kansas City",1393,1053,0.004,-0.0174,-0.0016,3186
2020-01-31,"Talmadge","CA","San Diego-Carlsbad","San Diego County","San Diego",1394,2452,-0.0008,-0.0149,0.0774,2170
2020-01-31,"Neighbors Southwest","OR","Portland-Vancouver-Hillsboro","Washington County","Beaverton",1395,1685,0.0039,-0.0089,0.0006,3170
2020-01-31,"Superstition Springs","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",1396,1544,0.0045,0.0187,0.0603,3016
2020-01-31,"Lincoln Park","CA","San Diego-Carlsbad","San Diego County","San Diego",1397,2380,0.0159,-0.0001,0.07,1211
2020-01-31,"Asylum Hill","CT","Hartford-West Hartford-East Hartford","Hartford County","Hartford",1398,1089,-0.0027,0.0206,-0.0281,3687
2020-01-31,"Boulevard Heights","MO","St. Louis","Saint Louis City","Saint Louis",1399,806,0.0008,-0.0285,0.0326,4237
2020-01-31,"Chase","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Citrus Heights",1400,1867,0.0087,0.0229,0.05,3596
2020-01-31,"Wilkes","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1401,1656,-0.0127,0.0048,0.0342,3506
2020-01-31,"Birdcage Heights","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Citrus Heights",1402,1807,0.0017,0.0033,0.0435,2245
2020-01-31,"Ocean Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Monica",1403,3819,-0.0144,-0.0507,-0.0081,2687
